id,ancien_nom,nouveau_nom,categorie,image
cat-12566,Z 31500,Z 31500 — Livre spcifique Lman Express pour les Z 31501/2 533/4,automotrice,img/catalog/SNCF/AM/composed/Z_31500_Livre_spcifique_Lman_Express_pour_les_Z.png
cat-12567,Z 31500,Z 31500 — Livre de la nouvelle rgion pour les Z 31535/6 545/6,automotrice,img/catalog/SNCF/AM/composed/Z_31500_Livre_de_la_nouvelle_rgion_pour_les_Z_31.png
cat-12568,Z 31500,Z 31500 — Livre spcifique Lman Express avec partie suprieure en bleu et non rouge…,automotrice,img/catalog/SNCF/AM/composed/Z_31500_Livre_spcifique_Lman_Express_avec_partie.png
cat-12569,B 84500,B 84500 — Pelliculage partiel aux couleurs de la nouvelle rgion,automotrice,img/catalog/SNCF/AM/composed/B_84500_Pelliculage_partiel_aux_couleurs_de_la_n.png
cat-12570,B 84500,"B 84500 — Version dfinitive, avec pelliculage complet",automotrice,img/catalog/SNCF/AM/composed/B_84500_Version_dfinitive__avec_pelliculage_comp.png
cat-12571,U 52500,U 52500 — Tram-train — Type Alstom Dualis [U52500_AuRA],automotrice,img/catalog/SNCF/TT/U52500_AuRA_R.gif
cat-12572,A,"A — VTU — Livre TER, logo de la nouvelle rgion",automotrice,img/catalog/SNCF/VLCorail/VTU_T2BIAuRA_A_R.gif
cat-12573,B,"B — VTU — Livre TER, logo de la nouvelle rgion",automotrice,img/catalog/SNCF/VLCorail/VTU_T2BIAuRA_B_R.gif
cat-12574,A,"A — VTU 82 — Livre TER, logo de la nouvelle rgion",automotrice,img/catalog/SNCF/VLCorail/VTU82_T2BIAuRA_A_R.gif
cat-12575,B11u,"B11u — VU — Livre TER, logo de la nouvelle rgion",automotrice,img/catalog/SNCF/VLCorail/VU_T2BAuRA_B11_R.gif
cat-12576,VU B7uh,VU B7uh — VU — Avec espace pour PMR,automotrice,img/catalog/SNCF/VLCorail/VU_T2BAuRA_B7uh_R.gif
cat-12578,B5uxh,B5uxh — VU — Voitures pilotes de la dernire gnration (transformation de B11u),automotrice,img/catalog/SNCF/VLCorail/VU_T2BPBAuRA_B5uxh_R.gif
cat-12580,X 4750 rnovation lourde,"X 4750 rnovation lourde — EAD — ""Rnovation 2004"" avec pelliculage Auvergne pour les X 4760, 75…",automotrice,img/catalog/SNCF/AD/X4750_RGW_T2AU_R.gif
cat-12581,X 72500 bicaisse,X 72500 bicaisse — X TER — Livre pellicule Auvergne,automotrice,img/catalog/SNCF/AD/composed/X_72500_bicaisse_Livre_pellicule_Auvergne.png
cat-12582,X 72500 bicaisse,X 72500 bicaisse — X TER — Sigle carmillon SNCF,automotrice,img/catalog/SNCF/AD/composed/X_72500_bicaisse_Sigle_carmillon_SNCF.png
cat-12583,X 73500,X 73500 — A TER — Livre applique aux 34 A TER de la rgion Auvergne,automotrice,img/catalog/SNCF/AD/X73500_T2B_Au.gif
cat-12584,X 73500,X 73500 — A TER — Sigle carmillon SNCF [X73500_T2BI_Au],automotrice,img/catalog/SNCF/AD/X73500_T2BI_Au.gif
cat-12585,ZGC (Z 27500),ZGC (Z 27500) — ZGC,automotrice,img/catalog/SNCF/AM/composed/ZGC__Z_27500_6.png
cat-12586,XGC (X 76500),XGC (X 76500) — XGC,automotrice,img/catalog/SNCF/AM/composed/XGC__X_76500_6.png
cat-12587,XGC (X 76500),XGC (X 76500) — XGC — Sigle carmillon SNCF,automotrice,img/catalog/SNCF/AM/composed/XGC__X_76500__Sigle_carmillon_SNCF_5.png
cat-12588,VTU 84 A5B5tu,"VTU 84 A5B5tu — Corail VTU — VTU 84, avec portes louvoyantes-coulissantes",automotrice,img/catalog/SNCF/VLCorail/VTU84_T2BIAu_AB_R.gif
cat-12589,VTU B11tu,VTU B11tu — Corail VTU — Livre Nouvelle Dcoration avec logo TER,automotrice,img/catalog/SNCF/VLCorail/VTU_NDITAu_B_R.gif
cat-12590,VU B11u,VU B11u — Corail VU — Deuxime classe [VU_NDITAu_B11],automotrice,img/catalog/SNCF/VLCorail/VU_NDITAu_B11_R.gif
cat-12591,VU B11u,VU B11u — Corail VU — Deuxime classe [VU_T2BIAu_B11],automotrice,img/catalog/SNCF/VLCorail/VU_T2BIAu_B11_R.gif
cat-12592,RIO 88,RIO 88 — Livre TER verte,automotrice,img/catalog/SNCF/VBR/composed/RIO_88_Livre_TER_verte.png
cat-12593,RRR,RRR — Livre TER verte [RRR_Livre_TER_verte],automotrice,img/catalog/SNCF/VBR/composed/RRR_Livre_TER_verte.png
cat-12594,RRR,"RRR — Livre TER deuxime gnration, avec toit bleu et surfaces vertes dgrades…",automotrice,img/catalog/VB/composed/RRR_Livre_TER_deuxime_gnration__avec_toit_bl.png
cat-12595,X 73500,X 73500 — A TER — Autorails ex Picardie,automotrice,img/catalog/SNCF/AD/X73500_T2BFCExPic.gif
cat-12596,Z 51500,"Z 51500 — Livre de la nouvelle rgion, partie haute toujours en bleu TER",automotrice,img/catalog/SNCF/AM/composed/Z_51500_Livre_de_la_nouvelle_rgion__partie_haute.png
cat-12598,X 4500 rnovation lourde,"X 4500 rnovation lourde — EAD — 6 lments : X 4551, 61, 90, 93, 94 et 97, moderniss entre 1987 et…",automotrice,img/catalog/SNCF/AD/X4500_RGW_T1BBN1_R.gif
cat-12599,X 4750 rnovation lourde,"X 4750 rnovation lourde — EAD — ""Modernisation SNCF""",automotrice,img/catalog/SNCF/AD/X4750_RG_T1BBN_R.gif
cat-12601,X 4790 rnovation lourde,X 4790 rnovation lourde — EAD — Moderniss entre 1987 et 1989,automotrice,img/catalog/SNCF/AD/X4790_RG_T1B1_R.gif
cat-12602,X 4790 rnovation lourde,X 4790 rnovation lourde — EAD — Avec logos rgionaux actuels,automotrice,img/catalog/SNCF/AD/X4790_RG_T1B2_R.gif
cat-12603,X 4790 rnovation lourde,X 4790 rnovation lourde — EAD — Autorails relooks avec nouvelle livre TER en 2005 et 6,automotrice,img/catalog/SNCF/AD/X4790_RG_T2_R.gif
cat-12604,X 72500,X 72500 — X TER — Livre TER sans logo filigrane,automotrice,img/catalog/SNCF/AD/composed/X_72500_Livre_TER_sans_logo_filigrane__Anciens_l.png
cat-12605,X 72500,"X 72500 — X TER — Nouveaux logos rgionaux, logo SNCF carmillon, logos Corail…",automotrice,img/catalog/SNCF/AD/composed/X_72500_Nouveaux_logos_rgionaux__logo_SNCF_carmi.png
cat-12606,X 73500,X 73500 — A TER [X73500_T2BBN],automotrice,img/catalog/SNCF/AD/X73500_T2BBN_R.gif
cat-12607,X 73500,X 73500 — A TER — Sigle Carmillon SNCF [X73500_T2BIBN],automotrice,img/catalog/SNCF/AD/X73500_T2BIBN.gif
cat-12608,X 73500,"X 73500 — A TER — Nouvelle livre Basse-Normandie (2015), avec dessins…",automotrice,img/catalog/SNCF/AD/X73500_T2BBN2_R.gif
cat-12609,Z 27500 3 caisses,Z 27500 3 caisses — ZGC — Livre standard TER initiale avec juste les logos rgionaux (au…,automotrice,img/catalog/SNCF/AM/composed/Z_27500_3_caisses_Livre_standard_TER_initiale_avec_juste_l_5.png
cat-12610,Z 27500 3 caisses,"Z 27500 3 caisses — ZGC — Toujours 3 caisses, mais avec la nouvelle livre rgionale",automotrice,img/catalog/SNCF/AM/composed/Z_27500_3_caisses_Toujours__3_caisses__mais_avec_la_nouvel.png
cat-12611,Z 27500 4 caisses,Z 27500 4 caisses — ZGC — Nouvelle livre rgionale,automotrice,img/catalog/SNCF/AM/composed/Z_27500_4_caisses_Nouvelle_livre_rgionale__Version_dfiniti.png
cat-12612,X 76500,X 76500 — XGC — Livre standard TER initiale avec juste les logos rgionaux (au…,automotrice,img/catalog/SNCF/AM/composed/X_76500_Livre_standard_TER_initiale_avec_juste_l_5.png
cat-12613,X 76500,X 76500 — XGC — Nouvelle livre rgionale [X_76500_Nouvelle_livre_rgionale_Premire_ver…],automotrice,img/catalog/SNCF/AM/composed/X_76500_Nouvelle_livre_rgionale__Premire_version.png
cat-12614,X 76500,X 76500 — XGC — Nouvelle livre rgionale [X_76500_Nouvelle_livre_rgionale_Deuxime_ver…],automotrice,img/catalog/SNCF/AM/composed/X_76500_Nouvelle_livre_rgionale__Deuxime_version.png
cat-12615,X 76500,X 76500 — XGC — Nouvelle livre rgionale [X_76500_Nouvelle_livre_rgionale_Version_dfi…],automotrice,img/catalog/SNCF/AM/composed/X_76500_Nouvelle_livre_rgionale__Version_dfiniti.png
cat-12616,B 84500,B 84500 — Livre Basse-Normandie actuelle,automotrice,img/catalog/SNCF/AM/composed/B_84500_Livre_Basse-Normandie_actuelle.png
cat-12617,VTU A,VTU A — VTU — Premire classe [VTU_CICBN_A],automotrice,img/catalog/VL/VTU_CICBN_A_R.gif
cat-12618,VTU B,VTU B — VTU — Deuxime classe [VTU_CICBN_B],automotrice,img/catalog/VL/VTU_CICBN_B_R.gif
cat-12620,VU B7uh,"VU B7uh — VU — Voiture UFR, avec 7 compartiments de 2me classe [VU_CICBN_B7uh]",automotrice,img/catalog/SNCF/VLCorail/VU_CICBN_B7uh_R.gif
cat-12621,RIO 88,RIO 88 — Livre TER premire gnration bleue,automotrice,img/catalog/SNCF/VBR/composed/RIO_88_Livre_TER_premire_gnration_bleue.png
cat-12622,BB 7200,BB 7200 — BB 7200 rversibles,locomotive,img/catalog/SNCF/LE/BB7200_GC_EVIBou_R.gif
cat-12623,BB 7200,BB 7200 — BB 7321 pour trains rversibles,locomotive,img/catalog/SNCF/LE/BB7200_GC_Bou_R.gif
cat-12624,Y 8000,Y 8000 — Livre Arzens,automotrice,img/catalog/SNCF/LD/Y8000_ArzIBou_R.gif
cat-12625,Y 8000,Y 8000 — Livre spcifique Bourgogne,automotrice,img/catalog/SNCF/LD/Y8000_Bou_R.gif
cat-12626,Z 9500,"Z 9500 — Z 9500 et Z 9600 — Livre d'origine, avec logos Bourgogne et TER",automotrice,img/catalog/SNCF/AE/composed/Z_9500_Livre_d_origine__avec_logos_Bourgogne_et.png
cat-12627,Z 9500,Z 9500 — Z 9500 et Z 9600 — Livre TER rouge avec logos rgionaux [cat-12627],automotrice,img/catalog/SNCF/AE/composed/Z_9500_Livre_TER_rouge_avec_logos_rgionaux__Sig.png
cat-12628,Z 9500,Z 9500 — Z 9500 et Z 9600 — Logo carmillon SNCF [Z_9500_Logo_carmillon_SNCF],automotrice,img/catalog/SNCF/AE/composed/Z_9500_Logo_carmillon_SNCF.png
cat-12629,Z 9600,"Z 9600 — Z 9500 et Z 9600 — Livre d'origine, avec logos Bourgogne",automotrice,img/catalog/SNCF/AE/composed/Z_9600_Livre_d_origine__avec_logos_Bourgogne__S.png
cat-12630,Z 9500 / 9600 rnoves,"Z 9500 / 9600 rnoves — Z 9500 et Z 9600 — Rnovation la fin des annes '2000, avec ventilation… [cat-12630]",automotrice,img/catalog/SNCF/AE/composed/Z_9500___9600_rnoves_Rnovation__la_fin_des_annes__2000__avec_1.png
cat-12631,X 4630 Rnovation lourde,"X 4630 Rnovation lourde — EAD — 7 units : X 4634, 52, 55, 58, 60, 61 et 63",automotrice,img/catalog/SNCF/AD/X4630_RG_T1JBou1_R.gif
cat-12632,X 4630 Rnovation lourde,X 4630 Rnovation lourde — EAD — Nouvelle rnovation au milieu des annes 2000,automotrice,img/catalog/SNCF/AD/X4630_RG_T2Bou_R.gif
cat-12633,X 72500 tricaisses,X 72500 tricaisses — X TER (X 72500) — Livre TER avec grand logo TER,automotrice,img/catalog/SNCF/AD/composed/X_72500_tricaisses_Livre_TER_avec_grand_logo_TER.png
cat-12634,X 72500 tricaisses,X 72500 tricaisses — X TER (X 72500) — Sigle carmillon SNCF [X_72500_tricaisses_Sigle_carmillon_SNCF_Sup…],automotrice,img/catalog/SNCF/AD/composed/X_72500_tricaisses_Sigle_carmillon_SNCF__Suppression_du_log.png
cat-12635,X 73500,"X 73500 — A TER — Deuxime version de la livre, sans grand TER en filigrane",automotrice,img/catalog/SNCF/AD/X73500_T2BBOU_R.gif
cat-12636,X 73500,X 73500 — A TER — Livre spcifique au X 73797 (La Voie Europenne / Amiti…,automotrice,img/catalog/SNCF/AD/X73500_T2BBOUEUR_R.gif
cat-12637,X 73500,"X 73500 — A TER — Masques frontaux de couleurs diffrentes, selon la nouvelle… [X73500_T2PBou]",automotrice,img/catalog/SNCF/AD/X73500_T2PBou_R.gif
cat-12638,X 73500,"X 73500 — A TER — Masques frontaux de couleurs diffrentes, selon la nouvelle… [X73500_T2BPBou]",automotrice,img/catalog/SNCF/AD/X73500_T2BPBou_R.gif
cat-12639,X 73500,"X 73500 — A TER — Nouvelle livre de la rgion, avec marquage La Voie Europenne /…",automotrice,img/catalog/SNCF/AD/X73500_T2PBouEur_R.gif
cat-12640,ZGC (Z 27500),"ZGC (Z 27500) — Electriques — Masques frontaux de couleurs diffrentes, selon la…",automotrice,img/catalog/SNCF/AM/composed/ZGC__Z_27500__Masques_frontaux_de_couleurs_diffrentes.png
cat-12641,BGC (B 81500),"BGC (B 81500) — Bi modes 1,5 KV — Rames 2me classe [BGC_B_81500_Rames_2me_classe_Livre_initiale…]",automotrice,img/catalog/SNCF/AM/composed/BGC__B_81500__Rames_2me_classe__Livre_initiale__TER_st_5.png
cat-12642,BGC (B 81500),"BGC (B 81500) — Bi modes 1,5 KV — Rames 1re / 2me classe",automotrice,img/catalog/SNCF/AM/composed/BGC__B_81500__Rames_1re___2me_classe__Masques_frontaux.png
cat-12643,BGC (B 81500),"BGC (B 81500) — Bi modes 1,5 KV — Rames 2me classe [BGC_B_81500_Rames_2me_classe_Masques_fronta…]",automotrice,img/catalog/SNCF/AM/composed/BGC__B_81500__Rames_2me_classe__Masques_frontaux_de_co.png
cat-12644,BGC 4 caisses (B 81500),"BGC 4 caisses (B 81500) — Bi modes 1,5 KV — Rames 2me classe",automotrice,img/catalog/SNCF/AM/composed/BGC_4_caisses__B_81500__Rames_2me_classe__Masques_frontaux_de_co.png
cat-12645,VTU A10tu,"VTU A10tu — Corail VTU — VTU rgionales aux couleurs TER, dans la premire version…",automotrice,img/catalog/SNCF/VLCorail/VTU_T2BOU_A_R.gif
cat-12646,VTU A10tu,VTU A10tu — Corail VTU — Nouvelle identit de la rgion,automotrice,img/catalog/SNCF/VLCorail/VTU_T2PBou_B_R.gif
cat-12647,VTU B11tu,"VTU B11tu — Corail VTU — VTU rgionales aux couleurs TER, dans la premire version…",automotrice,img/catalog/SNCF/VLCorail/VTU_T2BOU_B_R.gif
cat-12648,VTU B11tu,VTU B11tu — Corail VTU — Logo carmillon SNCF,automotrice,img/catalog/SNCF/VLCorail/VTU_T2IBou_B_R.gif
cat-12649,VTU B11tu,VTU B11tu — Corail VTU — Nouvelle identit de la rgion,automotrice,img/catalog/SNCF/VLCorail/VTU_T2PBou_B_R.gif
cat-12650,VU A10u,VU A10u — Corail VU — Nouvelle identit de la rgion,automotrice,img/catalog/SNCF/VLCorail/VU_T2PBou_A10_R.gif
cat-12651,VU B11u,VU B11u — Corail VU — Nouvelle identit de la rgion,automotrice,img/catalog/SNCF/VLCorail/VU_T2PBou_B11_R.gif
cat-12652,VU B5uxh,VU B5uxh — Corail VU — Nouvelle identit de la rgion,automotrice,img/catalog/SNCF/VLCorail/VU_T2PBou_B5uxh_R.gif
cat-12653,RRR Voiture pilote,"RRR Voiture pilote — RRR — Premre livre TER, jaune",automotrice,img/catalog/SNCF/VBR/RRR_T1JBou_VP_R.gif
cat-12654,RRR Remorque intermdiaire,RRR Remorque intermdiaire — RRR [RRR_T1JBou_VI],automotrice,img/catalog/SNCF/VBR/RRR_T1JBou_VI_R.gif
cat-12655,RRR Remorque d'extrmit,RRR Remorque d'extrmit — RRR [RRR_T1JBou_VX],automotrice,img/catalog/SNCF/VBR/RRR_T1JBou_VX_R.gif
cat-12656,RRR Voiture pilote,RRR Voiture pilote — RRR — Rnovation avec nouvelle identit visuelle Bourgogne,automotrice,img/catalog/VB/RRR_T2PBou_VP_R.gif
cat-12657,RRR Remorque intermdiaire,RRR Remorque intermdiaire — RRR [RRR_T2PBou_VI],automotrice,img/catalog/VB/RRR_T2PBou_VI_R.gif
cat-12658,RRR Remorque d'extrmit,RRR Remorque d'extrmit — RRR [RRR_T2PBou_VX],automotrice,img/catalog/VB/RRR_T2PBou_VX_R.gif
cat-12659,B,B — V2N — Deuxime classe [V2N_T2Bou_B],automotrice,img/catalog/SNCF/VBR/V2N_T2Bou_B.gif
cat-12660,B,B — V2N — Sans logos de classe suite passage classe unique,automotrice,img/catalog/SNCF/VBR/V2N_T2Bou2_B.gif
cat-12661,Bx,Bx — V2N — Deuxime classe pilote [V2N_T2Bou_Bx],automotrice,img/catalog/SNCF/VBR/V2N_T2Bou_Bx_L.gif
cat-12662,Z 9604,Z 9604 — Z2 — Livre TER verte pour les Z 9604 et 9605,automotrice,img/catalog/SNCF/AE/composed/Z_9604_Livre_TER_verte_pour_les_Z_9604_et_9605.png
cat-12663,Z 9604,"Z 9604 — Z2 — Z 9604, livre modifie, sans logos rgionaux, mais toujours une…",automotrice,img/catalog/SNCF/AE/composed/Z_9604_Z_9604__livre_modifie__sans_logos_rgiona.png
cat-12665,Z 9600,Z 9600 — Z2 — Modernisation Bretagne avec livre TER deuxime version (sans logo…,automotrice,img/catalog/SNCF/AE/composed/Z_9600_Modernisation_Bretagne_avec_livre_TER_de.png
cat-12666,Z 21500,Z 21500 — Z TER — Ancien logo rgional,automotrice,img/catalog/SNCF/AE/composed/Z_21500_Ancien_logo_rgional__Sigle_carmillon_SNC.png
cat-12667,Z 21500,"Z 21500 — Z TER — Dernire version de la livre TER, avec logos plus rcents de la…",automotrice,img/catalog/SNCF/AE/composed/Z_21500_Dernire_version_de_la_livre_TER__avec_lo.png
cat-12668,Z 21500,"Z 21500 — Z TER — Nouvelle livre Bretagne ""BreizhGo""",automotrice,img/catalog/SNCF/AE/composed/Z_21500_Nouvelle_livre_Bretagne__BreizhGo.png
cat-12669,Z 55500 C83,Z 55500 C83 — Regio 2N — Nouvelle livre Bretagne,automotrice,img/catalog/SNCF/AE/composed/Z_55500_C83_Nouvelle_livre_Bretagne.png
cat-12670,Z 55500 L,Z 55500 L — Regio 2N — Nouvelle livre Bretagne,automotrice,img/catalog/SNCF/AE/composed/Z_55500_L_Nouvelle_livre_Bretagne.png
cat-12671,X 2100 TER vert,X 2100 TER vert — X 2100 — Premire version de la livre TER verte Bretagne applique partir…,automotrice,img/catalog/SNCF/AD/X2100_T1VBr1_R.gif
cat-12672,X 2100 TER vert,X 2100 TER vert — X 2100 — Deuxime version de la livre avec disposition diffrente des…,automotrice,img/catalog/SNCF/AD/X2100_T1VBr2_R.gif
cat-12673,X 2100 TER vert,X 2100 TER vert — X 2100 — Avec sigle casquette SNCF pour au moins les X 2123 et 35,automotrice,img/catalog/SNCF/AD/X2100_T1VCBr2_L.gif
cat-12674,X 2100 TER vert,"X 2100 TER vert — X 2100 — Troisime version de la livre, avec nouveaux logos de la rgion",automotrice,img/catalog/SNCF/AD/X2100_T1VBre3_R.gif
cat-12675,X 2100 TER,"X 2100 TER — X 2100 — Rnovation 2009, nouvelle livre TER [X2100_T2BBrePG]",automotrice,img/catalog/SNCF/AD/X2100_T2BBrePG_R.gif
cat-12676,X 2100 TER,"X 2100 TER — X 2100 — Rnovation 2009, nouvelle livre TER [X2100_T2BBrePV]",automotrice,img/catalog/SNCF/AD/X2100_T2BBrePV_R.gif
cat-12677,X 2100 TER,"X 2100 TER — X 2100 — Rnovation 2009, nouvelle livre TER [X2100_T2BBre]",automotrice,img/catalog/SNCF/AD/X2100_T2BBre_R.gif
cat-12678,XR 6100 TER vert,XR 6100 TER vert — XR 6100 — Premire version de la livre TER verte Bretagne applique…,automotrice,img/catalog/SNCF/AD/XR6100_T1VBr1_R.gif
cat-12679,XR 6100 TER vert,XR 6100 TER vert — XR 6100 — Deuxime version de la livre avec disposition diffrente des…,automotrice,img/catalog/SNCF/AD/XR6100_T1VBr2_R.gif
cat-12680,XR 6100 TER vert,"XR 6100 TER vert — XR 6100 — Troisime version de la livre, avec nouveaux logos de la rgion",automotrice,img/catalog/SNCF/AD/XR6100_T1VBre3_R.gif
cat-12682,X 4500 rnovation lgre,"X 4500 rnovation lgre — EAD — Modernisation lgre Bretagne, avec livre TER verte, mais sans…",automotrice,img/catalog/SNCF/AD/X4500_T1V_R.gif
cat-12683,X 4500 rnovation lgre,X 4500 rnovation lgre — EAD — Livre prcdente aprs apposition des nouveaux logos TER,automotrice,img/catalog/SNCF/AD/X4500_T1VT_R.gif
cat-12684,X 4500 rnovation lourde,"X 4500 rnovation lourde — EAD — Modernisation lourde pour 8 autorails : X 4542, 546, 550, 556…",automotrice,img/catalog/SNCF/AD/X4500_RGW_T1VBR1_R.gif
cat-12685,X 4500 rnovation lourde,X 4500 rnovation lourde — EAD — ...d'autres pas [X4500_RG_T1VBR1],automotrice,img/catalog/SNCF/AD/X4500_RG_T1VBR1_R.gif
cat-12686,X 4500 rnovation lourde,"X 4500 rnovation lourde — EAD — Ultime version de la livre, avec nouveaux logos de la rgion",automotrice,img/catalog/SNCF/AD/X4500_RG_T1VBre3_R.gif
cat-12687,X 73500,X 73500 — A TER — Bogies non carns,automotrice,img/catalog/SNCF/AD/X73500_BNC_T2Bre1.gif
cat-12688,X 73500,X 73500 — A TER — Bogies carns,automotrice,img/catalog/SNCF/AD/X73500_T2Bre1.gif
cat-12689,X 73500,X 73500 — A TER — Avec logos TER actuels,automotrice,img/catalog/SNCF/AD/X73500_T2Bre2.gif
cat-12690,X 73500,X 73500 — A TER — Avec logos TER actuels et sigle carmillon SNCF,automotrice,img/catalog/SNCF/AD/X73500_T2IBre2.gif
cat-12691,X 73500,"X 73500 — A TER — Dernire version de la livre, avec nouveaux logos de la rgion",automotrice,img/catalog/SNCF/AD/X73500_T2Bre3.gif
cat-12692,Z 27500 3 caisses,Z 27500 3 caisses — ZGC — 6 rames tricaisses,automotrice,img/catalog/SNCF/AM/composed/Z_27500_3_caisses_6_rames_tricaisses__Livre_TER_Bretagne_a.png
cat-12693,Z 27500 4 caisses,Z 27500 4 caisses — ZGC — 8 rames quadri-caisses,automotrice,img/catalog/SNCF/AM/composed/Z_27500_4_caisses_8_rames_quadri-caisses__Livre_TER_Bretgn.png
cat-12694,B 82500 Bibi,B 82500 Bibi — BGC — 9 rames,automotrice,img/catalog/SNCF/AM/composed/B_82500_Bibi_9_rames__Livre_TER_Bretagne_actuelle.png
cat-12695,RRR,RRR — Livre TER verte [RRR_Livre_TER_verte_1],automotrice,img/catalog/SNCF/VBR/composed/RRR_Livre_TER_verte_1.png
cat-12696,RRR,"RRR — Livre TER deuxime gnration, bande bleue au dessus des baies [VB/composed/RRR_Livre_TER_deuxime_gnration_bande_bleue]",automotrice,img/catalog/VB/composed/RRR_Livre_TER_deuxime_gnration__bande_bleue.png
cat-12697,RRR,RRR — Avec les nouveaux logos de la rgion,automotrice,img/catalog/SNCF/VBR/composed/RRR_Avec_les_nouveaux_logos_de_la_rgion.png
cat-12698,RRR,RRR — Passage en classe unique au dbut des annes 2010,automotrice,img/catalog/SNCF/VBR/composed/RRR_Passage_en_classe_unique_au_dbut_des_ann.png
cat-12700,X 4300 rnovation lourde,X 4300 rnovation lourde — EAD — Parmi les premiers EAD moderniss,automotrice,img/catalog/SNCF/AD/X4300_RGW_T1BCA1_R.gif
cat-12701,X 4300 rnovation lourde,X 4300 rnovation lourde — EAD — ...d'autres pas,automotrice,img/catalog/SNCF/AD/X4300_RG_T1BCA1_R.gif
cat-12702,X 72500,X 72500 — X TER — Livre pellicule Champagne-Ardenne,automotrice,img/catalog/SNCF/AD/composed/X_72500_Livre_pellicule_Champagne-Ardenne.png
cat-12703,X 72500,X 72500 — X TER — Sigle carmillon SNCF,automotrice,img/catalog/SNCF/AD/composed/X_72500_Sigle_carmillon_SNCF.png
cat-12704,X 73500,"X 73500 — A TER — Version initiale des trois premiers A TER de la rgion, sans…",automotrice,img/catalog/SNCF/AD/X73500_T2B_CA.gif
cat-12705,X 73500,X 73500 — A TER — Livre dfinitive applique tous les A TER de la rgion…,automotrice,img/catalog/SNCF/AD/X73500_T2B_CA2.gif
cat-12706,X 73500,X 73500 — A TER — Sigle carmillon SNCF [X73500_T2BI_CA2],automotrice,img/catalog/SNCF/AD/X73500_T2BI_CA2.gif
cat-12707,Z 27500,Z 27500 — ZGC — Livre TER d'origine,automotrice,img/catalog/SNCF/AM/composed/Z_27500_Livre_TER_d_origine.png
cat-12708,Z 27500,Z 27500 — ZGC — Aprs application du pelliculage intgral,automotrice,img/catalog/SNCF/AM/composed/Z_27500_Aprs_application_du_pelliculage_intgral.png
cat-12709,X 76500,X 76500 — XGC — 23 exemplaires,automotrice,img/catalog/SNCF/AM/composed/X_76500_23_exemplaires__Livre_TER_d_origine.png
cat-12710,X 76500,X 76500 — XGC — Aprs application du pelliculage intgral,automotrice,img/catalog/SNCF/AM/composed/X_76500_Aprs_application_du_pelliculage_intgral.png
cat-12711,B 82500 Bibi,"B 82500 Bibi — BGC — Premire version du pelliculage rgional (partiel), appliqu aux B…",automotrice,img/catalog/SNCF/AM/composed/B_82500_Bibi_Premire_version_du_pelliculage_rgional.png
cat-12712,B 82500 Bibi,B 82500 Bibi — BGC — Livre avant application du pelliculage rgional total pour les…,automotrice,img/catalog/SNCF/AM/composed/B_82500_Bibi_Livre_avant_application_du_pelliculage_r.png
cat-12713,B 82500 Bibi,B 82500 Bibi — BGC — Aprs application du pelliculage intgral,automotrice,img/catalog/SNCF/AM/composed/B_82500_Bibi_Aprs_application_du_pelliculage_intgral.png
cat-12714,VTU A10tu,VTU A10tu — Corail VTU — Premire classe [VTU_NDITVM_A],automotrice,img/catalog/SNCF/VLCorail/VTU_NDITVM_A_R.gif
cat-12715,VTU A10tu,VTU A10tu — Corail VTU — Premire classe [VTU_T2BITVM_A],automotrice,img/catalog/SNCF/VLCorail/VTU_T2BITVM_A_R.gif
cat-12716,VTU B11tu,VTU B11tu — Corail VTU — Deuxime classe [VTU_CCCA_B],automotrice,img/catalog/SNCF/VLCorail/VTU_CCCA_B_R.gif
cat-12717,VTU B11tu,VTU B11tu — Corail VTU — Deuxime classe [VTU_NDITVM_B],automotrice,img/catalog/SNCF/VLCorail/VTU_NDITVM_B_R.gif
cat-12718,VTU B11tu,VTU B11tu — Corail VTU — Deuxime classe [VTU_T2BCA_B],automotrice,img/catalog/SNCF/VLCorail/VTU_T2BCA_B_R.gif
cat-12719,VTU B11tu,VTU B11tu — Corail VTU — Logos TER et SNCF actuels [VTU_T2BICA_B],automotrice,img/catalog/SNCF/VLCorail/VTU_T2BICA_B_R.gif
cat-12720,VTU B11tu,VTU B11tu — Corail VTU — Deuxime classe [VTU_T2BITVM_B],automotrice,img/catalog/SNCF/VLCorail/VTU_T2BITVM_B_R.gif
cat-12722,VTU 84 A5B5tu,"VTU 84 A5B5tu — Voitures ex-Grandes Lignes — VTU 84, mixte premire / deuxime classe [VTU84_CCCA_AB]",automotrice,img/catalog/SNCF/VLCorail/VTU84_CCCA_AB_R.gif
cat-12723,VTU 84 A5B5tu,"VTU 84 A5B5tu — Voitures ex-Grandes Lignes — VTU 84, mixte premire / deuxime classe [VTU84_T2BCA_AB]",automotrice,img/catalog/SNCF/VLCorail/VTU84_T2BCA_AB_R.gif
cat-12724,VTU 84 A5B5tu,VTU 84 A5B5tu — Voitures ex-Grandes Lignes — Sigle carmillon SNCF [VTU84_T2BICA_AB],automotrice,img/catalog/SNCF/VLCorail/VTU84_T2BICA_AB_R.gif
cat-12725,VU B11u,VU B11u — Corail VU — Deuxime classe [VU_CCCA_B11],automotrice,img/catalog/SNCF/VLCorail/VU_CCCA_B11_R.gif
